Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Graphic Designer,Media,Active,Moderate,53535,Bachelor,4,11788,16253,51,34,Ahmedabad,37
Factory Worker,Manufacturing,Declining,High,46344,High School,2,7330,7779,32,83,Delhi,47
AI Engineer,Technology,Active,High,131678,Master,3,8786,11685,27,29,Delhi,39
Graphic Designer,Media,Active,Moderate,71052,Bachelor,0,12151,11823,57,22,Ahmedabad,77
AI Engineer,Technology,Active,High,133761,Master,7,12042,16705,74,31,Jaipur,43
HR Manager,Corporate,Active,Moderate,79499,MBA,3,9169,11861,33,28,Mumbai,52
Factory Worker,Manufacturing,Declining,High,45477,High School,1,3983,4000,46,84,Ahmedabad,50
Graphic Designer,Media,Active,Moderate,68998,Bachelor,3,1034,1528,25,37,Delhi,5
Teacher,Education,Stable,Low,60512,Master,6,6551,7018,25,24,Mumbai,41
Doctor,Healthcare,Stable,Low,188327,Doctorate,7,14464,26980,40,31,Kolkata,67
Software Engineer,Technology,Active,High,119706,Bachelor,4,2480,4643,71,33,Pune,57
Doctor,Healthcare,Stable,Low,155480,Doctorate,7,5244,6823,21,13,Bengaluru,93
Teacher,Education,Stable,Low,49141,Master,5,3011,3701,37,28,Mumbai,69
Cashier,Retail,Declining,Moderate,28132,High School,2,5495,4480,38,95,Pune,38
Accountant,Finance,Active,Moderate,86926,Bachelor,4,5316,4298,0,58,Ahmedabad,8
Data Scientist,Technology,Active,High,157551,Master,4,13463,26178,84,22,Delhi,82
AI Engineer,Technology,Active,High,149870,Master,2,13341,25856,95,23,Noida,47
Customer Support Executive,Services,Declining,Moderate,47841,Bachelor,0,1297,1185,49,75,Chennai,5
Research Scientist,Research,Active,Low,158474,Doctorate,3,5144,6705,74,16,Hyderabad,65
AI Engineer,Technology,Active,High,134348,Master,5,13920,11495,58,15,Ahmedabad,13
Data Scientist,Technology,Active,High,129731,Master,3,2504,4677,85,13,Jaipur,17
Cashier,Retail,Declining,Moderate,25000,High School,2,1606,1808,31,83,Bengaluru,31
Customer Support Executive,Services,Declining,Moderate,47888,Bachelor,2,8383,8820,29,92,Noida,56
Accountant,Finance,Active,Moderate,82175,Bachelor,2,9769,8251,43,82,Ahmedabad,48
Research Scientist,Research,Active,Low,105119,Doctorate,10,6034,5223,34,5,Kolkata,41
Graphic Designer,Media,Active,Moderate,64183,Bachelor,1,14171,10247,27,28,Noida,56
AI Engineer,Technology,Active,High,132593,Master,4,12983,14030,24,17,Delhi,27
Teacher,Education,Stable,Low,64386,Master,4,10927,7930,25,26,Ahmedabad,33
Mechanical Engineer,Manufacturing,Stable,Moderate,84864,Bachelor,4,7871,8234,25,32,Ahmedabad,40
AI Engineer,Technology,Active,High,144682,Master,7,14694,18581,76,5,Pune,32
Software Engineer,Technology,Active,High,123812,Bachelor,2,13604,16149,62,30,Noida,69
Nurse,Healthcare,Stable,Low,85603,Bachelor,6,10716,8048,52,13,Kolkata,46
Customer Support Executive,Services,Declining,Moderate,36124,Bachelor,0,4314,5132,52,88,Kolkata,64
Cashier,Retail,Declining,Moderate,31043,High School,0,9363,11466,45,91,Bengaluru,55
Nurse,Healthcare,Stable,Low,94359,Bachelor,2,7759,13433,54,2,Chennai,44
Nurse,Healthcare,Stable,Low,81636,Bachelor,5,1950,3136,35,1,Delhi,38
Factory Worker,Manufacturing,Declining,High,46920,High School,3,906,1148,36,83,Noida,37
Nurse,Healthcare,Stable,Low,99717,Bachelor,3,13544,19345,33,1,Chennai,48
Teacher,Education,Stable,Low,59655,Master,3,11070,9418,57,26,Mumbai,15
Nurse,Healthcare,Stable,Low,88430,Bachelor,1,9664,15656,21,16,Mumbai,59
Cybersecurity Analyst,Technology,Active,Moderate,108231,Bachelor,2,10636,9076,97,35,Jaipur,45
Doctor,Healthcare,Stable,Low,211335,Doctorate,9,12912,15607,15,10,Bengaluru,37
Doctor,Healthcare,Stable,Low,178096,Doctorate,9,9048,12488,28,11,Hyderabad,63
Mechanical Engineer,Manufacturing,Stable,Moderate,72712,Bachelor,4,8296,13457,37,37,Jaipur,26
Research Scientist,Research,Active,Low,174593,Doctorate,6,805,1406,7,2,Mumbai,17
Nurse,Healthcare,Stable,Low,75323,Bachelor,1,9213,17321,81,20,Delhi,44
Data Scientist,Technology,Active,High,105223,Master,4,5004,5162,84,19,Hyderabad,42
Cybersecurity Analyst,Technology,Active,Moderate,88766,Bachelor,4,14093,18888,96,30,Noida,5
Graphic Designer,Media,Active,Moderate,67872,Bachelor,0,1886,2215,43,28,Jaipur,46
Doctor,Healthcare,Stable,Low,205790,Doctorate,10,5749,11986,30,3,Kolkata,28
Doctor,Healthcare,Stable,Low,188093,Doctorate,7,1237,1611,38,11,Ahmedabad,54
HR Manager,Corporate,Active,Moderate,94089,MBA,5,881,1210,42,32,Pune,60
Customer Support Executive,Services,Declining,Moderate,47724,Bachelor,3,3457,3135,31,77,Kolkata,32
Data Scientist,Technology,Active,High,132268,Master,5,14584,13412,70,31,Jaipur,5
Cashier,Retail,Declining,Moderate,30749,High School,0,6758,5080,49,99,Chennai,27
Software Engineer,Technology,Active,High,95899,Bachelor,3,2378,1983,92,44,Mumbai,63
Teacher,Education,Stable,Low,52341,Master,4,3255,2781,64,30,Chennai,55
AI Engineer,Technology,Active,High,153333,Master,2,3492,6738,100,25,Chennai,47
Mechanical Engineer,Manufacturing,Stable,Moderate,105304,Bachelor,4,1968,3110,78,33,Delhi,29
Accountant,Finance,Active,Moderate,71525,Bachelor,2,7172,7678,38,55,Delhi,46
Data Scientist,Technology,Active,High,110391,Master,3,10567,12241,90,24,Pune,40
AI Engineer,Technology,Active,High,133791,Master,4,945,1049,39,2,Bengaluru,40
Accountant,Finance,Active,Moderate,72635,Bachelor,1,6888,10735,41,88,Mumbai,67
Cashier,Retail,Declining,Moderate,25000,High School,0,2834,2315,44,92,Kolkata,60
Research Scientist,Research,Active,Low,134793,Doctorate,5,5811,7295,7,17,Chennai,62
Customer Support Executive,Services,Declining,Moderate,52017,Bachelor,0,14061,10138,16,69,Mumbai,79
Data Scientist,Technology,Active,High,153554,Master,5,3818,3840,87,15,Hyderabad,50
Mechanical Engineer,Manufacturing,Stable,Moderate,92224,Bachelor,6,10281,11692,44,29,Noida,38
Cybersecurity Analyst,Technology,Active,Moderate,106994,Bachelor,4,8576,11607,39,37,Jaipur,41
Mechanical Engineer,Manufacturing,Stable,Moderate,84168,Bachelor,4,8764,8089,68,36,Kolkata,51
Software Engineer,Technology,Active,High,84040,Bachelor,2,4912,8939,80,44,Bengaluru,25
Cashier,Retail,Declining,Moderate,32052,High School,2,8115,9775,24,84,Jaipur,69
Customer Support Executive,Services,Declining,Moderate,43803,Bachelor,0,1572,2026,36,79,Ahmedabad,53
Data Scientist,Technology,Active,High,136705,Master,2,7176,13527,72,12,Hyderabad,25
Research Scientist,Research,Active,Low,155959,Doctorate,9,805,1372,44,22,Chennai,39
Teacher,Education,Stable,Low,48481,Master,3,10103,8586,29,24,Mumbai,61
Cybersecurity Analyst,Technology,Active,Moderate,80130,Bachelor,3,13000,13023,73,15,Jaipur,57
Nurse,Healthcare,Stable,Low,101865,Bachelor,3,13364,9515,22,8,Delhi,54
Accountant,Finance,Active,Moderate,50755,Bachelor,3,9810,14477,25,63,Kolkata,18
Graphic Designer,Media,Active,Moderate,58697,Bachelor,4,1874,1509,22,23,Jaipur,44
Cybersecurity Analyst,Technology,Active,Moderate,87476,Bachelor,4,13326,10334,100,44,Delhi,35
Cashier,Retail,Declining,Moderate,25748,High School,0,9354,11356,5,97,Delhi,28
Mechanical Engineer,Manufacturing,Stable,Moderate,105794,Bachelor,3,4516,6063,25,35,Jaipur,34
Customer Support Executive,Services,Declining,Moderate,44520,Bachelor,2,9595,11524,47,81,Ahmedabad,12
Data Scientist,Technology,Active,High,106839,Master,1,516,461,63,26,Ahmedabad,45
HR Manager,Corporate,Active,Moderate,79998,MBA,4,10670,14627,17,25,Chennai,66
Nurse,Healthcare,Stable,Low,75541,Bachelor,4,3242,3628,57,6,Bengaluru,38
Data Scientist,Technology,Active,High,127805,Master,4,8400,6174,58,35,Chennai,54
Doctor,Healthcare,Stable,Low,162626,Doctorate,5,4610,9025,33,4,Kolkata,45
Cashier,Retail,Declining,Moderate,34677,High School,3,14302,11144,53,77,Hyderabad,46
Doctor,Healthcare,Stable,Low,157964,Doctorate,5,14273,17407,65,3,Jaipur,30
Accountant,Finance,Active,Moderate,66741,Bachelor,3,1245,1745,13,84,Delhi,6
Factory Worker,Manufacturing,Declining,High,54638,High School,3,9250,11047,38,89,Noida,40
Software Engineer,Technology,Active,High,111146,Bachelor,4,5425,4475,74,32,Mumbai,85
Customer Support Executive,Services,Declining,Moderate,39356,Bachelor,0,11943,10217,16,85,Mumbai,63
HR Manager,Corporate,Active,Moderate,70684,MBA,3,2788,1954,38,27,Jaipur,5
Accountant,Finance,Active,Moderate,75210,Bachelor,3,14889,15574,58,77,Kolkata,38
Cybersecurity Analyst,Technology,Active,Moderate,85301,Bachelor,4,10501,14505,93,27,Jaipur,48
Mechanical Engineer,Manufacturing,Stable,Moderate,98107,Bachelor,6,5715,6839,41,46,Pune,48
Nurse,Healthcare,Stable,Low,94424,Bachelor,4,4782,8634,53,15,Ahmedabad,35
Accountant,Finance,Active,Moderate,72153,Bachelor,1,4529,4134,44,62,Pune,28
Cashier,Retail,Declining,Moderate,26612,High School,0,3950,3403,34,88,Ahmedabad,54
Doctor,Healthcare,Stable,Low,188266,Doctorate,7,5881,11848,57,6,Bengaluru,43
Research Scientist,Research,Active,Low,159093,Doctorate,9,11835,19669,15,12,Delhi,51
Nurse,Healthcare,Stable,Low,95275,Bachelor,4,533,579,46,10,Noida,39
Graphic Designer,Media,Active,Moderate,71965,Bachelor,2,570,846,58,26,Bengaluru,49
Nurse,Healthcare,Stable,Low,81622,Bachelor,3,3343,5407,47,15,Kolkata,30
Teacher,Education,Stable,Low,61741,Master,6,11911,14447,71,22,Ahmedabad,48
Mechanical Engineer,Manufacturing,Stable,Moderate,92723,Bachelor,4,6935,5690,66,43,Jaipur,37
Software Engineer,Technology,Active,High,116135,Bachelor,4,13399,16435,61,13,Mumbai,5
Teacher,Education,Stable,Low,57145,Master,3,1007,1152,35,29,Ahmedabad,22
Nurse,Healthcare,Stable,Low,75415,Bachelor,2,2522,1992,25,9,Pune,78
HR Manager,Corporate,Active,Moderate,84949,MBA,3,6666,5326,17,20,Noida,27
Cashier,Retail,Declining,Moderate,33096,High School,1,6836,6495,23,95,Delhi,44
HR Manager,Corporate,Active,Moderate,84678,MBA,5,13082,21436,1,27,Bengaluru,67
Software Engineer,Technology,Active,High,135034,Bachelor,4,8080,13633,78,47,Pune,66
Research Scientist,Research,Active,Low,153678,Doctorate,6,3661,5587,28,7,Ahmedabad,64
Data Scientist,Technology,Active,High,97647,Master,2,4129,7883,65,5,Bengaluru,46
Mechanical Engineer,Manufacturing,Stable,Moderate,75275,Bachelor,3,5106,7714,49,33,Pune,60
Cybersecurity Analyst,Technology,Active,Moderate,99209,Bachelor,2,1974,2844,61,29,Noida,49
Nurse,Healthcare,Stable,Low,89468,Bachelor,3,5467,4024,3,14,Hyderabad,7
Cybersecurity Analyst,Technology,Active,Moderate,78325,Bachelor,4,8590,13018,82,16,Pune,35
Data Scientist,Technology,Active,High,100604,Master,4,5099,6390,48,9,Ahmedabad,42
Research Scientist,Research,Active,Low,110989,Doctorate,9,12035,17875,35,14,Noida,57
Cybersecurity Analyst,Technology,Active,Moderate,103839,Bachelor,1,616,1046,53,18,Hyderabad,71
HR Manager,Corporate,Active,Moderate,78253,MBA,6,10960,9508,75,44,Kolkata,41
Software Engineer,Technology,Active,High,126959,Bachelor,2,14752,20511,87,30,Chennai,22
Doctor,Healthcare,Stable,Low,171904,Doctorate,8,8697,18771,40,4,Ahmedabad,59
AI Engineer,Technology,Active,High,114517,Master,3,9540,13700,93,19,Hyderabad,42
Nurse,Healthcare,Stable,Low,75020,Bachelor,3,12604,14813,57,20,Noida,38
Nurse,Healthcare,Stable,Low,66735,Bachelor,4,11680,13295,38,19,Noida,42
Doctor,Healthcare,Stable,Low,173403,Doctorate,4,3375,7857,23,13,Mumbai,24
Doctor,Healthcare,Stable,Low,150736,Doctorate,7,2601,1868,62,1,Mumbai,72
AI Engineer,Technology,Active,High,156030,Master,7,4753,6869,57,27,Noida,62
HR Manager,Corporate,Active,Moderate,97146,MBA,4,4234,5893,27,30,Jaipur,16
Factory Worker,Manufacturing,Declining,High,47597,High School,0,13316,15078,53,74,Chennai,27
Cybersecurity Analyst,Technology,Active,Moderate,108499,Bachelor,4,14388,13489,51,30,Bengaluru,28
Factory Worker,Manufacturing,Declining,High,53470,High School,2,11604,9927,64,87,Jaipur,31
Doctor,Healthcare,Stable,Low,180957,Doctorate,7,4643,11514,30,13,Jaipur,22
Research Scientist,Research,Active,Low,155528,Doctorate,5,7937,7559,29,11,Bengaluru,36
Customer Support Executive,Services,Declining,Moderate,40941,Bachelor,2,11001,8639,28,81,Bengaluru,23
HR Manager,Corporate,Active,Moderate,75852,MBA,3,5792,7222,17,29,Kolkata,5
HR Manager,Corporate,Active,Moderate,92220,MBA,4,7166,9241,40,15,Chennai,20
Software Engineer,Technology,Active,High,104079,Bachelor,4,11643,17666,71,40,Jaipur,17
Graphic Designer,Media,Active,Moderate,59784,Bachelor,3,8619,11193,43,44,Pune,40
Teacher,Education,Stable,Low,48377,Master,6,12935,15258,32,24,Bengaluru,40
Research Scientist,Research,Active,Low,143485,Doctorate,3,12316,13677,37,11,Hyderabad,44
Data Scientist,Technology,Active,High,106461,Master,3,5053,7567,63,17,Kolkata,11
Teacher,Education,Stable,Low,43553,Master,5,7854,6310,24,26,Pune,59
Data Scientist,Technology,Active,High,117731,Master,1,6920,7401,68,34,Hyderabad,28
Cashier,Retail,Declining,Moderate,32839,High School,0,1840,2100,14,84,Noida,27
Mechanical Engineer,Manufacturing,Stable,Moderate,87290,Bachelor,4,915,1204,31,36,Hyderabad,61
Factory Worker,Manufacturing,Declining,High,47499,High School,0,7443,5260,24,95,Mumbai,41
Research Scientist,Research,Active,Low,133091,Doctorate,5,4595,7520,40,29,Hyderabad,29
AI Engineer,Technology,Active,High,138122,Master,5,5894,4933,69,1,Chennai,48
Software Engineer,Technology,Active,High,141024,Bachelor,4,10756,14982,64,43,Mumbai,39
Data Scientist,Technology,Active,High,125147,Master,2,8363,14731,84,14,Kolkata,39
Mechanical Engineer,Manufacturing,Stable,Moderate,86144,Bachelor,2,893,658,8,40,Noida,24
Mechanical Engineer,Manufacturing,Stable,Moderate,90665,Bachelor,6,10761,8199,9,27,Pune,30
HR Manager,Corporate,Active,Moderate,90803,MBA,2,4602,5794,16,35,Hyderabad,28
Software Engineer,Technology,Active,High,101046,Bachelor,0,8259,9054,100,33,Hyderabad,46
Cashier,Retail,Declining,Moderate,27786,High School,2,14139,16625,31,86,Bengaluru,55
HR Manager,Corporate,Active,Moderate,107535,MBA,4,5965,9781,29,23,Jaipur,42
Mechanical Engineer,Manufacturing,Stable,Moderate,82441,Bachelor,2,4378,5301,25,23,Mumbai,36
Mechanical Engineer,Manufacturing,Stable,Moderate,79758,Bachelor,4,10329,10840,21,25,Noida,40
Graphic Designer,Media,Active,Moderate,71522,Bachelor,3,13018,12466,49,26,Mumbai,54
Nurse,Healthcare,Stable,Low,73282,Bachelor,4,7814,10685,20,14,Noida,30
Software Engineer,Technology,Active,High,90726,Bachelor,2,1901,2136,53,34,Bengaluru,47
Research Scientist,Research,Active,Low,145199,Doctorate,8,1046,1080,4,17,Kolkata,62
Cashier,Retail,Declining,Moderate,25000,High School,1,14388,12079,16,89,Mumbai,67
Mechanical Engineer,Manufacturing,Stable,Moderate,77965,Bachelor,3,2589,2417,52,36,Bengaluru,43
Research Scientist,Research,Active,Low,156907,Doctorate,8,13646,9847,63,23,Ahmedabad,69
Data Scientist,Technology,Active,High,114949,Master,6,5439,7463,56,24,Noida,19
Nurse,Healthcare,Stable,Low,78732,Bachelor,3,7575,15031,44,13,Mumbai,39
Software Engineer,Technology,Active,High,100222,Bachelor,3,11601,20376,67,24,Bengaluru,45
Teacher,Education,Stable,Low,56566,Master,3,1355,1497,15,33,Chennai,39
HR Manager,Corporate,Active,Moderate,84377,MBA,3,6749,10621,68,22,Kolkata,75
Software Engineer,Technology,Active,High,115750,Bachelor,2,10613,7636,77,33,Kolkata,53
Cybersecurity Analyst,Technology,Active,Moderate,118972,Bachelor,4,14665,13409,61,24,Noida,34
Mechanical Engineer,Manufacturing,Stable,Moderate,107959,Bachelor,5,11308,18707,38,60,Noida,31
Data Scientist,Technology,Active,High,124447,Master,1,7928,8379,63,14,Kolkata,24
Graphic Designer,Media,Active,Moderate,54434,Bachelor,1,13527,21384,37,40,Kolkata,31
Research Scientist,Research,Active,Low,105933,Doctorate,7,10661,10186,43,1,Noida,56
Software Engineer,Technology,Active,High,94609,Bachelor,1,6064,6027,60,32,Bengaluru,47
Graphic Designer,Media,Active,Moderate,58404,Bachelor,2,8974,10831,18,26,Pune,25
Doctor,Healthcare,Stable,Low,141753,Doctorate,6,3653,8575,43,11,Mumbai,25
Software Engineer,Technology,Active,High,122282,Bachelor,0,701,616,62,40,Noida,14
Factory Worker,Manufacturing,Declining,High,42542,High School,3,1606,1459,73,84,Noida,30
Mechanical Engineer,Manufacturing,Stable,Moderate,102489,Bachelor,1,14275,20219,59,35,Hyderabad,32
Research Scientist,Research,Active,Low,155908,Doctorate,6,9891,13728,0,1,Delhi,67
Nurse,Healthcare,Stable,Low,89055,Bachelor,4,8837,13555,51,10,Chennai,54
Cashier,Retail,Declining,Moderate,36353,High School,0,7397,6711,40,82,Ahmedabad,41
Factory Worker,Manufacturing,Declining,High,37516,High School,2,10672,9590,28,73,Ahmedabad,17
AI Engineer,Technology,Active,High,132110,Master,5,4483,6098,70,7,Delhi,61
Mechanical Engineer,Manufacturing,Stable,Moderate,101546,Bachelor,3,1222,1070,63,56,Bengaluru,35
AI Engineer,Technology,Active,High,124071,Master,5,5606,4488,87,8,Noida,22
Customer Support Executive,Services,Declining,Moderate,38318,Bachelor,5,8907,9057,13,78,Pune,52
Accountant,Finance,Active,Moderate,63520,Bachelor,3,10062,10595,19,80,Jaipur,24
Mechanical Engineer,Manufacturing,Stable,Moderate,93130,Bachelor,4,2885,3966,17,36,Delhi,39
Graphic Designer,Media,Active,Moderate,61021,Bachelor,2,5557,4343,34,46,Noida,54
Cashier,Retail,Declining,Moderate,29528,High School,0,5268,4481,27,91,Pune,15
Data Scientist,Technology,Active,High,127151,Master,1,8981,14100,83,27,Noida,39
Nurse,Healthcare,Stable,Low,82758,Bachelor,1,11613,9411,38,1,Delhi,50
Data Scientist,Technology,Active,High,113085,Master,5,4389,8656,100,23,Jaipur,44
HR Manager,Corporate,Active,Moderate,104777,MBA,1,14183,13585,29,30,Jaipur,51
HR Manager,Corporate,Active,Moderate,87665,MBA,6,1394,2007,43,35,Kolkata,21
Cashier,Retail,Declining,Moderate,30727,High School,1,3701,3336,14,91,Hyderabad,95
Nurse,Healthcare,Stable,Low,80863,Bachelor,4,3797,2819,19,16,Mumbai,56
Cashier,Retail,Declining,Moderate,37366,High School,3,3602,2753,11,99,Ahmedabad,32
Factory Worker,Manufacturing,Declining,High,43396,High School,5,11835,9538,23,94,Ahmedabad,52
Doctor,Healthcare,Stable,Low,205397,Doctorate,7,11844,13245,32,1,Pune,89
HR Manager,Corporate,Active,Moderate,80008,MBA,8,9976,13089,50,28,Noida,26
Cashier,Retail,Declining,Moderate,34401,High School,0,10594,8433,58,93,Chennai,36
Customer Support Executive,Services,Declining,Moderate,41332,Bachelor,2,5884,6819,51,76,Delhi,52
Software Engineer,Technology,Active,High,129808,Bachelor,3,7943,13242,61,39,Bengaluru,39
Graphic Designer,Media,Active,Moderate,64387,Bachelor,2,4094,3455,29,44,Bengaluru,47
Nurse,Healthcare,Stable,Low,99567,Bachelor,6,4154,5194,33,23,Hyderabad,62
Graphic Designer,Media,Active,Moderate,63455,Bachelor,3,10722,13336,0,25,Hyderabad,53
Cybersecurity Analyst,Technology,Active,Moderate,102677,Bachelor,5,8376,6573,62,37,Pune,50
Mechanical Engineer,Manufacturing,Stable,Moderate,85684,Bachelor,5,12625,18246,56,37,Kolkata,73
Cybersecurity Analyst,Technology,Active,Moderate,97085,Bachelor,4,7058,9018,56,42,Delhi,60
HR Manager,Corporate,Active,Moderate,91010,MBA,4,610,497,51,34,Pune,45
Data Scientist,Technology,Active,High,146534,Master,2,1708,3346,40,22,Pune,20
Data Scientist,Technology,Active,High,113362,Master,5,9588,18998,100,21,Mumbai,47
AI Engineer,Technology,Active,High,114107,Master,2,5260,8926,37,7,Ahmedabad,52
Cybersecurity Analyst,Technology,Active,Moderate,111802,Bachelor,3,10843,12636,60,22,Noida,38
Research Scientist,Research,Active,Low,135079,Doctorate,8,13042,10267,0,11,Pune,19
Data Scientist,Technology,Active,High,130945,Master,3,986,1686,82,24,Hyderabad,57
Cybersecurity Analyst,Technology,Active,Moderate,84958,Bachelor,6,5154,4268,48,28,Delhi,26
Cybersecurity Analyst,Technology,Active,Moderate,105270,Bachelor,3,4792,5738,100,28,Delhi,19
Cashier,Retail,Declining,Moderate,25297,High School,2,14386,10184,47,89,Jaipur,36
Cybersecurity Analyst,Technology,Active,Moderate,79798,Bachelor,2,3425,4801,62,33,Hyderabad,8
Data Scientist,Technology,Active,High,139300,Master,7,3384,6299,72,9,Chennai,74
Research Scientist,Research,Active,Low,109824,Doctorate,7,2157,4091,10,6,Bengaluru,20
HR Manager,Corporate,Active,Moderate,91852,MBA,0,11599,13117,13,27,Delhi,56
Customer Support Executive,Services,Declining,Moderate,40323,Bachelor,2,11229,10478,24,73,Mumbai,56
Cashier,Retail,Declining,Moderate,25000,High School,0,3944,2997,25,97,Chennai,35
Graphic Designer,Media,Active,Moderate,54595,Bachelor,3,4434,6582,46,40,Pune,51
Mechanical Engineer,Manufacturing,Stable,Moderate,101325,Bachelor,0,6600,6096,35,47,Delhi,47
