Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Factory Worker,Manufacturing,Declining,High,52625.0,High School,2,12406,7860,45.0,71.0,Pune,25.0
Doctor,Healthcare,Stable,Low,171321.0,Doctorate,8,8415,8301,46.0,2.0,Jaipur,57.0
Cybersecurity Analyst,Technology,Stable,Moderate,86368.0,Bachelor,3,15901,16196,49.0,25.0,Kolkata,40.0
Factory Worker,Manufacturing,Declining,High,45827.0,High School,3,1152,971,36.0,85.0,Chennai,47.0
AI Engineer,Technology,Active,High,136854.0,Master,6,14340,20685,44.0,16.0,Noida,53.0
Software Engineer,Technology,Active,Moderate,118621.0,Bachelor,4,3371,5090,65.0,31.0,Noida,49.0
Doctor,Healthcare,Stable,Low,215428.0,Doctorate,8,12140,11964,46.0,7.0,Mumbai,80.0
Cashier,Retail,Declining,High,25860.0,High School,0,9444,7018,36.0,86.0,Noida,32.0
Factory Worker,Manufacturing,Declining,High,45424.0,High School,4,9196,8268,23.0,83.0,Ahmedabad,42.0
Teacher,Education,Stable,Low,59819.0,Master,4,16847,15522,24.0,30.0,Hyderabad,55.0
Nurse,Healthcare,Stable,Low,78544.0,Bachelor,0,16035,18870,36.0,18.0,Ahmedabad,32.0
Factory Worker,Manufacturing,Declining,High,47035.0,High School,2,1896,1405,29.0,99.0,Ahmedabad,54.0
Software Engineer,Technology,Active,Moderate,123451.0,Bachelor,4,9448,10679,67.0,28.0,Mumbai,21.0
Teacher,Education,Stable,Low,56616.0,Master,4,8221,9462,41.0,7.0,Hyderabad,51.0
Nurse,Healthcare,Stable,Low,75437.0,Bachelor,2,14514,15460,31.0,14.0,Pune,41.0
Cashier,Retail,Declining,High,31051.0,High School,1,1318,1213,18.0,95.0,Chennai,69.0
Cybersecurity Analyst,Technology,Stable,Moderate,83622.0,Bachelor,4,10413,10154,68.0,28.0,Mumbai,66.0
Teacher,Education,Stable,Low,56621.0,Master,3,12206,13955,34.0,12.0,Mumbai,52.0
Cashier,Retail,Declining,High,26668.0,High School,1,6848,4377,30.0,87.0,Ahmedabad,51.0
Nurse,Healthcare,Stable,Low,77804.0,Bachelor,6,12584,11527,52.0,18.0,Hyderabad,49.0
Factory Worker,Manufacturing,Declining,High,46748.0,High School,2,9817,6829,8.0,86.0,Delhi,42.0
Research Scientist,Research,Active,Low,148717.0,Doctorate,6,7231,10596,48.0,11.0,Ahmedabad,55.0
Research Scientist,Research,Active,Low,144895.0,Doctorate,5,7542,11659,13.0,10.0,Hyderabad,36.0
Research Scientist,Research,Active,Low,126440.0,Doctorate,6,8931,13047,20.0,13.0,Chennai,42.0
Cybersecurity Analyst,Technology,Stable,Moderate,97693.0,Bachelor,3,8510,9831,63.0,19.0,Hyderabad,53.0
Cybersecurity Analyst,Technology,Stable,Moderate,82791.0,Bachelor,2,12666,11691,71.0,28.0,Delhi,10.0
Software Engineer,Technology,Active,Moderate,131417.0,Bachelor,3,4928,7657,62.0,28.0,Mumbai,36.0
Graphic Designer,Media,Active,Moderate,66112.0,Bachelor,0,17143,25286,52.0,42.0,Jaipur,21.0
Data Scientist,Technology,Active,High,138173.0,Master,2,2384,3096,58.0,13.0,Ahmedabad,34.0
Nurse,Healthcare,Stable,Low,81970.0,Bachelor,3,11335,10645,46.0,16.0,Ahmedabad,21.0
Factory Worker,Manufacturing,Declining,High,42328.0,High School,1,10002,8727,12.0,88.0,Ahmedabad,44.0
AI Engineer,Technology,Active,High,155662.0,Master,4,17748,22445,68.0,15.0,Chennai,43.0
Teacher,Education,Stable,Low,58054.0,Master,2,8277,8075,27.0,12.0,Jaipur,49.0
AI Engineer,Technology,Active,High,143606.0,Master,8,2774,3411,64.0,12.0,Noida,31.0
Teacher,Education,Stable,Low,57290.0,Master,3,16673,18806,35.0,29.0,Noida,49.0
Data Scientist,Technology,Active,High,138900.0,Master,0,17465,24222,34.0,18.0,Pune,54.0
Teacher,Education,Stable,Low,62089.0,Master,6,6727,7938,41.0,28.0,Ahmedabad,43.0
Software Engineer,Technology,Active,Moderate,114262.0,Bachelor,6,17980,21374,87.0,29.0,Ahmedabad,80.0
Nurse,Healthcare,Stable,Low,90858.0,Bachelor,6,1275,1516,43.0,14.0,Bengaluru,48.0
Graphic Designer,Media,Active,Moderate,64028.0,Bachelor,0,7905,8712,35.0,36.0,Kolkata,37.0
Factory Worker,Manufacturing,Declining,High,44438.0,High School,2,4301,4070,13.0,99.0,Pune,43.0
Nurse,Healthcare,Stable,Low,101144.0,Bachelor,4,9509,9816,22.0,17.0,Delhi,43.0
Cashier,Retail,Declining,High,35368.0,High School,1,9613,7173,59.0,98.0,Hyderabad,38.0
Doctor,Healthcare,Stable,Low,173519.0,Doctorate,9,16445,16727,44.0,9.0,Jaipur,48.0
Nurse,Healthcare,Stable,Low,75216.0,Bachelor,6,12990,14643,44.0,15.0,Delhi,54.0
Accountant,Finance,Stable,Moderate,71598.0,Bachelor,2,14891,17854,32.0,64.0,Hyderabad,37.0
Teacher,Education,Stable,Low,61291.0,Master,5,13199,12246,10.0,19.0,Pune,46.0
Teacher,Education,Stable,Low,60590.0,Master,3,10162,9378,22.0,14.0,Ahmedabad,48.0
AI Engineer,Technology,Active,High,162306.0,Master,6,5297,8133,46.0,11.0,Jaipur,68.0
Graphic Designer,Media,Active,Moderate,61058.0,Bachelor,0,8489,13071,40.0,48.0,Mumbai,45.0
Research Scientist,Research,Active,Low,136359.0,Doctorate,9,9845,10914,32.0,1.0,Hyderabad,37.0
Cashier,Retail,Declining,High,27900.0,High School,0,15162,13477,44.0,86.0,Kolkata,28.0
Cybersecurity Analyst,Technology,Stable,Moderate,102163.0,Bachelor,3,5779,6079,83.0,29.0,Delhi,58.0
Accountant,Finance,Stable,Moderate,53021.0,Bachelor,1,1319,1555,42.0,66.0,Delhi,43.0
Teacher,Education,Stable,Low,54081.0,Master,3,17370,20292,34.0,24.0,Delhi,59.0
Graphic Designer,Media,Active,Moderate,77880.0,Bachelor,5,17941,22916,45.0,30.0,Noida,18.0
Research Scientist,Research,Active,Low,137047.0,Doctorate,10,11345,12860,49.0,1.0,Ahmedabad,67.0
Doctor,Healthcare,Stable,Low,179420.0,Doctorate,8,9223,10608,28.0,9.0,Noida,59.0
Factory Worker,Manufacturing,Declining,High,46854.0,High School,0,2563,1790,67.0,79.0,Kolkata,48.0
Software Engineer,Technology,Active,Moderate,102214.0,Bachelor,2,6352,9706,52.0,42.0,Bengaluru,48.0
Cybersecurity Analyst,Technology,Stable,Moderate,101053.0,Bachelor,4,9332,9964,79.0,30.0,Ahmedabad,47.0
Graphic Designer,Media,Active,Moderate,69837.0,Bachelor,4,4155,6045,24.0,47.0,Ahmedabad,60.0
Research Scientist,Research,Active,Low,128736.0,Doctorate,2,11966,15185,33.0,17.0,Chennai,24.0
Nurse,Healthcare,Stable,Low,88140.0,Bachelor,4,12806,14278,14.0,4.0,Noida,35.0
Cashier,Retail,Declining,High,32074.0,High School,0,9444,8651,49.0,93.0,Pune,71.0
Data Scientist,Technology,Active,High,130098.0,Master,6,14492,16729,46.0,25.0,Mumbai,47.0
Nurse,Healthcare,Stable,Low,73074.0,Bachelor,3,7519,7647,36.0,5.0,Jaipur,18.0
Factory Worker,Manufacturing,Declining,High,42866.0,High School,4,6719,4152,16.0,90.0,Chennai,71.0
Nurse,Healthcare,Stable,Low,91583.0,Bachelor,4,11652,11820,44.0,8.0,Noida,52.0
Accountant,Finance,Stable,Moderate,61887.0,Bachelor,4,15645,16577,43.0,68.0,Mumbai,25.0
Teacher,Education,Stable,Low,59100.0,Master,3,10388,12443,26.0,22.0,Ahmedabad,50.0
Graphic Designer,Media,Active,Moderate,65037.0,Bachelor,4,5746,7063,20.0,54.0,Delhi,24.0
Graphic Designer,Media,Active,Moderate,75076.0,Bachelor,1,12055,15307,28.0,33.0,Kolkata,17.0
Graphic Designer,Media,Active,Moderate,60274.0,Bachelor,2,14263,20172,0.0,42.0,Mumbai,31.0
Software Engineer,Technology,Active,Moderate,118915.0,Bachelor,2,6308,8813,74.0,37.0,Pune,47.0
Cybersecurity Analyst,Technology,Stable,Moderate,96957.0,Bachelor,4,11272,12298,69.0,31.0,Pune,53.0
Graphic Designer,Media,Active,Moderate,51517.0,Bachelor,4,10547,13624,47.0,44.0,Chennai,13.0
Factory Worker,Manufacturing,Declining,High,45087.0,High School,2,13958,11122,7.0,95.0,Chennai,38.0
Accountant,Finance,Stable,Moderate,79311.0,Bachelor,2,12900,14928,32.0,56.0,Jaipur,56.0
Cashier,Retail,Declining,High,30393.0,High School,3,15755,12695,22.0,88.0,Kolkata,38.0
AI Engineer,Technology,Active,High,139260.0,Master,5,7025,9419,59.0,30.0,Bengaluru,87.0
AI Engineer,Technology,Active,High,127994.0,Master,6,8688,13349,84.0,7.0,Chennai,40.0
Research Scientist,Research,Active,Low,127511.0,Doctorate,9,3623,4859,40.0,1.0,Hyderabad,11.0
AI Engineer,Technology,Active,High,144741.0,Master,2,14010,21570,65.0,22.0,Mumbai,64.0
Software Engineer,Technology,Active,Moderate,120561.0,Bachelor,3,3090,4602,75.0,28.0,Ahmedabad,64.0
Cashier,Retail,Declining,High,32581.0,High School,3,2763,1894,17.0,96.0,Bengaluru,26.0
Teacher,Education,Stable,Low,72705.0,Master,4,3727,3679,46.0,27.0,Mumbai,25.0
Doctor,Healthcare,Stable,Low,152350.0,Doctorate,5,6088,6765,24.0,4.0,Mumbai,36.0
Graphic Designer,Media,Active,Moderate,66803.0,Bachelor,2,13774,21609,47.0,40.0,Chennai,48.0
Cybersecurity Analyst,Technology,Stable,Moderate,87254.0,Bachelor,5,9106,10339,65.0,30.0,Chennai,40.0
Accountant,Finance,Stable,Moderate,74447.0,Bachelor,1,5142,4974,33.0,58.0,Delhi,56.0
Cashier,Retail,Declining,High,35729.0,High School,0,6590,4611,23.0,77.0,Bengaluru,12.0
Data Scientist,Technology,Active,High,139447.0,Master,6,12692,18973,51.0,20.0,Pune,52.0
Accountant,Finance,Stable,Moderate,69430.0,Bachelor,1,16308,16155,25.0,62.0,Noida,16.0
Doctor,Healthcare,Stable,Low,165845.0,Doctorate,9,15576,15402,20.0,1.0,Delhi,73.0
Research Scientist,Research,Active,Low,127944.0,Doctorate,6,6801,8293,65.0,3.0,Jaipur,61.0
Factory Worker,Manufacturing,Declining,High,44874.0,High School,1,15960,14740,39.0,91.0,Jaipur,36.0
Teacher,Education,Stable,Low,54410.0,Master,8,11146,11854,24.0,22.0,Pune,23.0
Accountant,Finance,Stable,Moderate,79463.0,Bachelor,0,8442,8634,57.0,73.0,Mumbai,51.0
Accountant,Finance,Stable,Moderate,86770.0,Bachelor,3,11088,11478,38.0,65.0,Pune,44.0
Teacher,Education,Stable,Low,55922.0,Master,4,9513,9017,41.0,23.0,Delhi,77.0
Doctor,Healthcare,Stable,Low,194066.0,Doctorate,9,1345,1463,48.0,8.0,Bengaluru,45.0
Cashier,Retail,Declining,High,34861.0,High School,0,5466,3851,26.0,91.0,Pune,51.0
Doctor,Healthcare,Stable,Low,214575.0,Doctorate,8,16374,19559,65.0,11.0,Noida,38.0
Data Scientist,Technology,Active,High,144911.0,Master,3,17119,26095,63.0,28.0,Ahmedabad,37.0
Doctor,Healthcare,Stable,Low,206347.0,Doctorate,9,1299,1339,27.0,17.0,Kolkata,59.0
Doctor,Healthcare,Stable,Low,200559.0,Doctorate,8,8576,8271,13.0,10.0,Bengaluru,13.0
Cashier,Retail,Declining,High,28711.0,High School,0,13243,10599,29.0,89.0,Hyderabad,46.0
Teacher,Education,Stable,Low,63511.0,Master,9,15323,15735,25.0,32.0,Kolkata,44.0
Cybersecurity Analyst,Technology,Stable,Moderate,92604.0,Bachelor,7,6350,6232,66.0,24.0,Kolkata,64.0
Teacher,Education,Stable,Low,60352.0,Master,3,8228,8265,49.0,19.0,Chennai,63.0
Software Engineer,Technology,Active,Moderate,99599.0,Bachelor,2,14835,20015,69.0,33.0,Hyderabad,87.0
Cashier,Retail,Declining,High,33572.0,High School,0,9908,6030,41.0,92.0,Chennai,58.0
Graphic Designer,Media,Active,Moderate,66877.0,Bachelor,3,9808,11913,50.0,29.0,Kolkata,54.0
Cybersecurity Analyst,Technology,Stable,Moderate,108394.0,Bachelor,3,3243,3520,64.0,31.0,Delhi,54.0
AI Engineer,Technology,Active,High,133261.0,Master,3,10489,11978,89.0,33.0,Mumbai,72.0
Graphic Designer,Media,Active,Moderate,64532.0,Bachelor,3,15920,20031,51.0,40.0,Jaipur,74.0
Accountant,Finance,Stable,Moderate,83369.0,Bachelor,3,9917,9162,36.0,67.0,Jaipur,70.0
Accountant,Finance,Stable,Moderate,71050.0,Bachelor,1,7153,7496,23.0,61.0,Pune,18.0
Data Scientist,Technology,Active,High,140257.0,Master,5,5985,7523,100.0,27.0,Bengaluru,59.0
Cashier,Retail,Declining,High,33176.0,High School,1,1725,1364,53.0,96.0,Delhi,45.0
Software Engineer,Technology,Active,Moderate,123454.0,Bachelor,3,10244,15314,72.0,33.0,Chennai,52.0
AI Engineer,Technology,Active,High,137703.0,Master,6,15366,21604,91.0,24.0,Bengaluru,42.0
Cybersecurity Analyst,Technology,Stable,Moderate,108305.0,Bachelor,4,3955,4159,72.0,19.0,Delhi,56.0
Data Scientist,Technology,Active,High,119783.0,Master,5,17173,23736,82.0,4.0,Hyderabad,58.0
Nurse,Healthcare,Stable,Low,76987.0,Bachelor,1,14770,17317,23.0,11.0,Chennai,5.0
Accountant,Finance,Stable,Moderate,63979.0,Bachelor,2,13169,13285,36.0,58.0,Ahmedabad,38.0
Research Scientist,Research,Active,Low,146348.0,Doctorate,8,2039,2389,48.0,13.0,Pune,49.0
Software Engineer,Technology,Active,Moderate,112622.0,Bachelor,2,5787,9164,72.0,43.0,Bengaluru,61.0
Doctor,Healthcare,Stable,Low,180651.0,Doctorate,6,13858,14022,27.0,11.0,Mumbai,23.0
Cashier,Retail,Declining,High,32426.0,High School,0,16405,10297,36.0,90.0,Delhi,30.0
Cybersecurity Analyst,Technology,Stable,Moderate,99788.0,Bachelor,5,9194,8354,73.0,22.0,Kolkata,41.0
Data Scientist,Technology,Active,High,131014.0,Master,4,4996,7632,80.0,30.0,Hyderabad,61.0
Teacher,Education,Stable,Low,64912.0,Master,4,15514,17046,35.0,20.0,Hyderabad,38.0
Research Scientist,Research,Active,Low,119653.0,Doctorate,9,2098,2635,14.0,5.0,Hyderabad,58.0
Accountant,Finance,Stable,Moderate,72503.0,Bachelor,4,4078,4486,23.0,66.0,Noida,22.0
Graphic Designer,Media,Active,Moderate,62631.0,Bachelor,3,7830,9608,57.0,25.0,Ahmedabad,64.0
Teacher,Education,Stable,Low,63356.0,Master,2,11227,11991,31.0,20.0,Pune,52.0
AI Engineer,Technology,Active,High,157415.0,Master,3,2382,3408,62.0,3.0,Noida,34.0
Cashier,Retail,Declining,High,33456.0,High School,1,5002,3636,0.0,85.0,Chennai,49.0
Accountant,Finance,Stable,Moderate,71214.0,Bachelor,4,10791,11853,49.0,70.0,Hyderabad,42.0
Nurse,Healthcare,Stable,Low,89333.0,Bachelor,5,2706,2652,21.0,8.0,Hyderabad,20.0
Software Engineer,Technology,Active,Moderate,106739.0,Bachelor,2,8732,10735,36.0,33.0,Kolkata,42.0
Nurse,Healthcare,Stable,Low,88046.0,Bachelor,3,1493,1764,38.0,7.0,Delhi,26.0
Doctor,Healthcare,Stable,Low,178088.0,Doctorate,10,4920,5741,43.0,13.0,Kolkata,63.0
Cybersecurity Analyst,Technology,Stable,Moderate,102444.0,Bachelor,2,1292,1428,42.0,28.0,Bengaluru,54.0
Factory Worker,Manufacturing,Declining,High,49315.0,High School,2,16573,13709,31.0,89.0,Jaipur,34.0
AI Engineer,Technology,Active,High,138329.0,Master,6,13169,19694,78.0,15.0,Mumbai,83.0
Cybersecurity Analyst,Technology,Stable,Moderate,80656.0,Bachelor,7,6167,6248,76.0,24.0,Ahmedabad,51.0
Software Engineer,Technology,Active,Moderate,120472.0,Bachelor,2,12089,18211,67.0,42.0,Bengaluru,54.0
Data Scientist,Technology,Active,High,127737.0,Master,2,12649,18436,73.0,15.0,Delhi,40.0
Research Scientist,Research,Active,Low,140835.0,Doctorate,4,4519,6569,47.0,6.0,Delhi,53.0
Accountant,Finance,Stable,Moderate,79800.0,Bachelor,4,8624,9097,28.0,73.0,Pune,44.0
Cashier,Retail,Declining,High,32932.0,High School,4,12380,11662,12.0,90.0,Ahmedabad,38.0
Research Scientist,Research,Active,Low,148402.0,Doctorate,5,7323,10154,36.0,4.0,Bengaluru,47.0
Research Scientist,Research,Active,Low,144089.0,Doctorate,5,13378,16078,37.0,12.0,Pune,55.0
Research Scientist,Research,Active,Low,149492.0,Doctorate,7,5414,6044,35.0,14.0,Chennai,51.0
Data Scientist,Technology,Active,High,139325.0,Master,1,16902,21583,61.0,17.0,Ahmedabad,65.0
Cashier,Retail,Declining,High,29662.0,High School,3,10657,8791,40.0,85.0,Noida,56.0
Research Scientist,Research,Active,Low,147025.0,Doctorate,7,17059,23278,46.0,7.0,Hyderabad,45.0
Factory Worker,Manufacturing,Declining,High,45330.0,High School,2,7115,4358,38.0,77.0,Noida,64.0
Nurse,Healthcare,Stable,Low,86967.0,Bachelor,4,11606,13067,42.0,16.0,Ahmedabad,28.0
Doctor,Healthcare,Stable,Low,214509.0,Doctorate,7,6254,6849,27.0,1.0,Mumbai,50.0
Cashier,Retail,Declining,High,31762.0,High School,3,6079,4008,18.0,91.0,Ahmedabad,31.0
Doctor,Healthcare,Stable,Low,149091.0,Doctorate,5,9629,10890,44.0,20.0,Noida,53.0
Nurse,Healthcare,Stable,Low,85891.0,Bachelor,4,15879,17725,49.0,14.0,Bengaluru,62.0
Graphic Designer,Media,Active,Moderate,70684.0,Bachelor,0,17579,21395,41.0,37.0,Kolkata,61.0
Research Scientist,Research,Active,Low,151197.0,Doctorate,4,7079,10730,52.0,22.0,Bengaluru,45.0
Factory Worker,Manufacturing,Declining,High,45142.0,High School,0,12930,8983,28.0,75.0,Jaipur,34.0
Cybersecurity Analyst,Technology,Stable,Moderate,89505.0,Bachelor,7,11508,13231,54.0,24.0,Mumbai,38.0
Graphic Designer,Media,Active,Moderate,56172.0,Bachelor,3,13697,21858,22.0,37.0,Hyderabad,13.0
Cashier,Retail,Declining,High,29044.0,High School,1,17303,11006,39.0,99.0,Noida,36.0
AI Engineer,Technology,Active,High,168458.0,Master,0,10277,13264,90.0,23.0,Pune,52.0
Teacher,Education,Stable,Low,61407.0,Master,4,11552,10895,20.0,17.0,Mumbai,49.0
Software Engineer,Technology,Active,Moderate,121015.0,Bachelor,3,3184,4067,81.0,44.0,Bengaluru,49.0
AI Engineer,Technology,Active,High,166409.0,Master,6,6853,9339,81.0,23.0,Bengaluru,28.0
Cybersecurity Analyst,Technology,Stable,Moderate,101154.0,Bachelor,4,4507,5105,57.0,22.0,Ahmedabad,34.0
Cybersecurity Analyst,Technology,Stable,Moderate,100751.0,Bachelor,4,4235,4581,48.0,43.0,Bengaluru,56.0
Factory Worker,Manufacturing,Declining,High,36493.0,High School,2,13733,12899,46.0,83.0,Ahmedabad,65.0
Cashier,Retail,Declining,High,30219.0,High School,0,9386,8583,6.0,93.0,Bengaluru,40.0
Nurse,Healthcare,Stable,Low,61793.0,Bachelor,3,8232,8700,12.0,23.0,Jaipur,46.0
Research Scientist,Research,Active,Low,126873.0,Doctorate,4,3322,3855,25.0,17.0,Bengaluru,80.0
Cybersecurity Analyst,Technology,Stable,Moderate,95343.0,Bachelor,6,17102,19079,66.0,33.0,Mumbai,40.0
Accountant,Finance,Stable,Moderate,74792.0,Bachelor,4,2989,3236,28.0,75.0,Pune,34.0
Cashier,Retail,Declining,High,32245.0,High School,1,14629,9082,27.0,99.0,Pune,68.0
Research Scientist,Research,Active,Low,144841.0,Doctorate,9,2910,4331,47.0,11.0,Jaipur,20.0
Doctor,Healthcare,Stable,Low,154376.0,Doctorate,10,2332,2527,35.0,1.0,Mumbai,50.0
Doctor,Healthcare,Stable,Low,159439.0,Doctorate,8,3553,3485,22.0,3.0,Hyderabad,59.0
Cashier,Retail,Declining,High,34104.0,High School,3,4182,3473,26.0,84.0,Mumbai,49.0
Research Scientist,Research,Active,Low,138043.0,Doctorate,5,8569,12772,12.0,4.0,Noida,55.0
Teacher,Education,Stable,Low,56422.0,Master,3,7208,7709,44.0,15.0,Hyderabad,29.0
Cashier,Retail,Declining,High,30410.0,High School,2,9151,6351,42.0,89.0,Jaipur,57.0
Graphic Designer,Media,Active,Moderate,58867.0,Bachelor,4,6862,10139,25.0,38.0,Noida,79.0
Research Scientist,Research,Active,Low,138569.0,Doctorate,9,14604,21755,34.0,11.0,Mumbai,29.0
Graphic Designer,Media,Active,Moderate,67746.0,Bachelor,4,12729,20241,51.0,41.0,Ahmedabad,16.0
Research Scientist,Research,Active,Low,130447.0,Doctorate,6,14994,17321,35.0,15.0,Mumbai,56.0
AI Engineer,Technology,Active,High,111109.0,Master,4,6911,9773,69.0,15.0,Noida,46.0
Teacher,Education,Stable,Low,52897.0,Master,8,17537,18316,35.0,25.0,Pune,54.0
Graphic Designer,Media,Active,Moderate,67017.0,Bachelor,3,6183,7255,17.0,36.0,Noida,18.0
Factory Worker,Manufacturing,Declining,High,43676.0,High School,1,15516,12246,44.0,88.0,Pune,35.0
Nurse,Healthcare,Stable,Low,83640.0,Bachelor,3,11638,10983,37.0,28.0,Pune,33.0
Teacher,Education,Stable,Low,67522.0,Master,4,15109,13684,30.0,5.0,Pune,21.0
Factory Worker,Manufacturing,Declining,High,39923.0,High School,0,8887,8098,41.0,94.0,Jaipur,48.0
Cashier,Retail,Declining,High,30632.0,High School,0,8009,7238,52.0,90.0,Kolkata,5.0
Cashier,Retail,Declining,High,38624.0,High School,0,9325,8644,21.0,99.0,Pune,59.0
Accountant,Finance,Stable,Moderate,66817.0,Bachelor,2,15663,17358,64.0,68.0,Kolkata,56.0
Data Scientist,Technology,Active,High,130921.0,Master,5,2135,2859,65.0,21.0,Chennai,25.0
Factory Worker,Manufacturing,Declining,High,55038.0,High School,2,1534,1394,24.0,71.0,Noida,49.0
AI Engineer,Technology,Active,High,112571.0,Master,7,10890,16221,64.0,17.0,Bengaluru,66.0
Doctor,Healthcare,Stable,Low,175701.0,Doctorate,6,8270,8798,40.0,9.0,Hyderabad,33.0
Nurse,Healthcare,Stable,Low,74072.0,Bachelor,5,1711,1894,58.0,6.0,Chennai,46.0
Cashier,Retail,Declining,High,32538.0,High School,1,17753,14761,35.0,91.0,Noida,43.0
Factory Worker,Manufacturing,Declining,High,40613.0,High School,2,6069,3762,31.0,71.0,Mumbai,45.0
Data Scientist,Technology,Active,High,140786.0,Master,2,16085,18542,39.0,26.0,Pune,24.0
AI Engineer,Technology,Active,High,157009.0,Master,6,5535,8288,84.0,17.0,Chennai,43.0
Nurse,Healthcare,Stable,Low,77925.0,Bachelor,4,9187,10408,29.0,12.0,Hyderabad,34.0
Doctor,Healthcare,Stable,Low,176785.0,Doctorate,7,10840,11127,28.0,3.0,Mumbai,64.0
Factory Worker,Manufacturing,Declining,High,47730.0,High School,2,14100,10548,43.0,88.0,Jaipur,44.0
Cybersecurity Analyst,Technology,Stable,Moderate,97702.0,Bachelor,5,3529,3858,74.0,29.0,Pune,70.0
Accountant,Finance,Stable,Moderate,69541.0,Bachelor,2,6665,7277,34.0,55.0,Ahmedabad,36.0
Research Scientist,Research,Active,Low,156845.0,Doctorate,7,4124,5614,29.0,2.0,Jaipur,33.0
Graphic Designer,Media,Active,Moderate,63024.0,Bachelor,3,10843,15006,34.0,48.0,Bengaluru,51.0
Research Scientist,Research,Active,Low,144300.0,Doctorate,11,13502,21538,45.0,29.0,Mumbai,53.0
Data Scientist,Technology,Active,High,132318.0,Master,2,11957,13264,97.0,24.0,Pune,48.0
Teacher,Education,Stable,Low,55663.0,Master,3,14648,15411,40.0,22.0,Mumbai,46.0
Cybersecurity Analyst,Technology,Stable,Moderate,87939.0,Bachelor,5,1374,1588,77.0,28.0,Kolkata,36.0
Data Scientist,Technology,Active,High,127674.0,Master,5,10987,15385,74.0,17.0,Noida,48.0
Data Scientist,Technology,Active,High,138243.0,Master,4,11463,14793,42.0,22.0,Noida,25.0
Factory Worker,Manufacturing,Declining,High,39337.0,High School,1,5901,4798,44.0,90.0,Pune,39.0
Cashier,Retail,Declining,High,32427.0,High School,0,8235,5418,28.0,99.0,Delhi,26.0
Data Scientist,Technology,Active,High,134874.0,Master,3,13873,18587,98.0,11.0,Ahmedabad,29.0
Factory Worker,Manufacturing,Declining,High,43121.0,High School,3,17538,14626,26.0,85.0,Mumbai,65.0
Cybersecurity Analyst,Technology,Stable,Moderate,87891.0,Bachelor,3,15153,16250,58.0,35.0,Chennai,67.0
Teacher,Education,Stable,Low,56868.0,Master,6,5850,5551,17.0,22.0,Delhi,37.0
Nurse,Healthcare,Stable,Low,96921.0,Bachelor,2,3704,4120,26.0,21.0,Ahmedabad,33.0
Factory Worker,Manufacturing,Declining,High,42282.0,High School,1,2615,1961,15.0,92.0,Noida,52.0
Teacher,Education,Stable,Low,58226.0,Master,8,9603,9772,19.0,27.0,Mumbai,34.0
Teacher,Education,Stable,Low,51359.0,Master,4,17443,20635,19.0,26.0,Kolkata,53.0
Research Scientist,Research,Active,Low,139820.0,Doctorate,5,5272,6227,39.0,25.0,Delhi,37.0
Accountant,Finance,Stable,Moderate,77362.0,Bachelor,1,7491,7258,20.0,63.0,Ahmedabad,30.0
Teacher,Education,Stable,Low,64257.0,Master,3,7425,7480,26.0,19.0,Noida,40.0
Factory Worker,Manufacturing,Declining,High,51313.0,High School,1,9068,5611,45.0,90.0,Hyderabad,42.0
